City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Kuryk,KZ,43.2,51.65,63.79,24,28,26.04,scattered clouds
456,Pavlodar,KZ,52.3,76.95,24.6,74,0,8.95,clear sky
457,Karpogory,RU,64.0019,44.4451,42.21,92,100,5.32,overcast clouds
458,Nishihara,JP,26.1842,127.7558,80.65,77,40,6.91,scattered clouds
459,Georgiyevskoye,RU,58.731,45.024,50.13,93,98,4.72,overcast clouds
460,Boende,CD,-0.2167,20.8667,67.59,96,98,1.34,overcast clouds
461,Kieta,PG,-6.2167,155.6333,78.75,81,42,3.2,scattered clouds
462,Tual,ID,-5.6667,132.75,82.71,74,84,9.33,broken clouds
463,Esqueda,MX,30.7167,-109.5833,79.86,34,52,3.44,broken clouds
464,Dutlwe,BW,-23.9833,23.9,76.14,20,0,9.95,clear sky
465,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,32,20,12.66,few clouds
466,Labuhan,ID,-6.8844,112.2051,79.12,82,100,5.41,overcast clouds
467,Sur,OM,22.5667,59.5289,80.47,78,3,12.93,clear sky
468,North Branch,US,45.5113,-92.9802,73.54,58,69,9.95,broken clouds
469,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.52,40,100,2.84,overcast clouds
470,Okmulgee,US,35.6234,-95.9605,83.84,21,0,5.75,clear sky
471,Nargana,PA,9.4428,-78.5906,83.88,71,45,8.08,scattered clouds
472,Hualmay,PE,-11.0964,-77.6139,67.23,72,50,9.78,scattered clouds
473,Lethem,GY,3.3803,-59.7968,84.63,66,75,7.85,broken clouds
474,Omsukchan,RU,62.5333,155.8,11.3,97,93,3.53,overcast clouds
475,Villanueva De La Serena,ES,38.9766,-5.7974,75.29,22,85,1.68,overcast clouds
476,Dronten,NL,52.5,5.7167,56.05,85,100,8.19,overcast clouds
477,Pasighat,IN,28.0667,95.3333,76.24,87,100,2.21,overcast clouds
478,Inhambane,MZ,-23.865,35.3833,71.58,83,0,0.0,clear sky
479,Katherine,AU,-14.4667,132.2667,80.92,50,100,2.3,overcast clouds
480,Parati,BR,-23.2178,-44.7131,68.9,96,100,2.59,overcast clouds
481,Anadyr,RU,64.75,177.4833,23.5,93,40,6.71,scattered clouds
482,Moroni,KM,-11.7022,43.2551,73.0,79,0,1.14,clear sky
483,Ahipara,NZ,-35.1667,173.1667,59.85,92,52,8.63,broken clouds
484,Vyritsa,RU,59.4078,30.3481,44.11,97,89,5.03,overcast clouds
485,Kristinehamn,SE,59.3098,14.1081,50.56,95,100,5.06,overcast clouds
486,Virginia Beach,US,36.8529,-75.978,70.02,79,100,6.91,overcast clouds
487,Westport,US,41.1415,-73.3579,57.88,60,100,20.71,overcast clouds
488,Makakilo City,US,21.3469,-158.0858,79.12,80,100,8.05,light rain
489,Solnechnyy,RU,50.7214,136.6319,46.4,97,100,1.3,light rain
490,Billings,US,45.7833,-108.5007,61.72,67,75,5.99,broken clouds
491,Ingham,US,42.6,-84.3833,66.06,47,0,11.5,clear sky
492,Hornepayne,CA,49.2138,-84.7705,57.13,32,89,6.4,overcast clouds
493,Neuquen,AR,-38.9516,-68.0591,73.29,23,0,13.8,clear sky
494,San Pedro,PH,14.35,121.0167,81.63,86,75,3.44,broken clouds
495,Batagay,RU,67.6333,134.6333,16.25,96,89,2.95,overcast clouds
496,Fortuna,US,40.5982,-124.1573,60.66,73,19,6.51,few clouds
497,Kauhajoki,FI,62.4333,22.1833,40.98,81,100,3.11,overcast clouds
498,Pomichna,UA,48.2422,31.4158,51.26,78,65,19.35,broken clouds
499,Manono,CD,-7.3,27.4167,78.26,66,100,10.58,overcast clouds
500,Gulu,UG,2.7746,32.299,67.05,76,67,2.68,broken clouds
501,Klaksvik,FO,62.2266,-6.589,52.72,81,14,24.47,few clouds
502,Ixtapa,MX,20.7,-105.2,83.23,83,100,4.61,overcast clouds
503,Imelda,PH,7.65,123.95,77.92,87,100,3.2,overcast clouds
504,Abu Samrah,SY,35.3029,37.1841,76.87,44,48,7.43,scattered clouds
505,Rocha,UY,-34.4833,-54.3333,65.12,63,3,12.75,clear sky
506,Auki,SB,-8.7676,160.7034,77.63,87,37,2.64,scattered clouds
507,Bajil,YE,15.0584,43.2851,89.44,48,47,4.65,scattered clouds
508,Toora-Khem,RU,52.4675,96.11,16.77,67,10,2.42,clear sky
509,Mikuni,JP,36.2171,136.1519,67.91,79,96,8.63,overcast clouds
510,Da Nang,VN,16.0678,108.2208,76.98,94,75,6.91,broken clouds
511,Payakumbuh,ID,-0.2202,100.6308,69.66,96,100,3.15,overcast clouds
512,Turhal,TR,40.3875,36.0811,65.68,80,100,4.92,light rain
513,Capljina,BA,43.1214,17.6844,64.54,72,0,2.37,clear sky
514,Bontang,ID,0.1333,117.5,77.56,86,100,2.64,heavy intensity rain
515,Genhe,CN,50.7833,121.5167,23.68,64,0,2.73,clear sky
516,Kavos,GR,38.8268,22.8322,75.2,51,0,0.92,clear sky
517,Maldonado,UY,-34.6667,-54.9167,61.99,67,3,13.11,clear sky
518,Kaeo,NZ,-35.1,173.7833,60.33,96,59,9.08,broken clouds
519,Asau,RO,46.4333,26.4,51.28,75,33,6.8,scattered clouds
520,Borovoy,RU,55.4333,86.0833,33.08,86,0,2.24,clear sky
521,Pochutla,MX,15.7432,-96.4661,85.82,68,98,5.03,overcast clouds
522,Santa Isabel,BR,-23.3156,-46.2214,72.7,77,79,6.96,broken clouds
523,Bowen,AU,-20.0167,148.2333,73.13,77,63,7.2,broken clouds
524,Visnes,NO,59.3556,5.2242,55.45,82,75,14.97,light intensity shower rain
525,Magdalena,PH,14.1999,121.429,77.32,91,100,6.6,overcast clouds
526,Pangody,RU,65.85,74.4859,32.85,75,100,13.65,overcast clouds
527,Kefamenanu,ID,-9.4467,124.4781,71.44,94,77,1.39,broken clouds
528,Pontian Kecil,MY,1.4801,103.3899,77.32,89,90,6.58,overcast clouds
529,Carndonagh,IE,55.25,-7.2667,56.82,90,63,5.53,broken clouds
530,Masvingo,ZW,-20.0637,30.8277,70.18,29,0,6.26,clear sky
531,Princeton,US,25.5384,-80.4089,88.02,56,75,11.5,broken clouds
532,Zaysan,KZ,47.4667,84.8667,32.5,38,0,1.66,clear sky
533,Am Timan,TD,11.0297,20.2827,71.35,90,100,14.56,moderate rain
534,Soyo,AO,-6.1349,12.3689,76.21,84,100,8.41,overcast clouds
535,Yacuiba,BO,-22.038,-63.6797,69.67,59,100,1.03,overcast clouds
536,Lakes Entrance,AU,-37.8811,147.981,41.16,89,91,4.54,overcast clouds
537,Dieppe,FR,49.75,1.1667,53.78,96,0,3.36,clear sky
538,Wuwei,CN,37.9281,102.6414,47.39,44,91,5.14,overcast clouds
539,Khandyga,RU,62.6667,135.6,19.94,71,92,3.53,overcast clouds
540,Nanortalik,GL,60.1432,-45.2371,37.65,79,48,13.67,scattered clouds
541,Whitehorse,CA,60.7161,-135.0538,49.1,54,75,11.5,broken clouds
542,Seymchan,RU,62.8833,152.4333,18.97,94,92,2.73,overcast clouds
543,Tucuman,AR,-26.8241,-65.2226,86.0,28,20,5.75,few clouds
544,Oromocto,CA,45.8351,-66.4792,58.71,35,0,10.36,clear sky
545,Ambilobe,MG,-13.2,49.05,66.47,76,5,3.69,clear sky
546,Galesong,ID,-5.3166,119.3661,75.22,78,85,6.04,overcast clouds
547,Dmitriyevskoye,RU,45.8053,41.8967,70.59,46,71,12.33,broken clouds
548,Mayya,RU,61.7333,130.2811,24.12,79,100,7.25,overcast clouds
549,Agrado,CO,2.2573,-75.7714,85.1,42,96,7.49,overcast clouds
550,Bam,IR,29.106,58.357,78.21,18,0,8.01,clear sky
551,Konza,KE,-1.7426,37.1294,61.97,61,63,9.93,broken clouds
552,Winnipeg,CA,49.8844,-97.147,70.09,53,75,11.5,broken clouds
553,Yabrud,SY,33.9674,36.6574,66.29,35,18,3.4,few clouds
554,Quelimane,MZ,-17.8786,36.8883,75.15,83,0,5.99,clear sky
555,Coihaique,CL,-45.5752,-72.0662,66.81,34,0,8.05,clear sky
556,Choctaw,US,35.4976,-97.2689,87.12,24,0,4.61,clear sky
557,Kholodnyy,RU,62.7167,147.95,13.57,96,100,2.89,overcast clouds
558,Hamilton,US,39.1834,-84.5333,71.74,56,20,24.16,few clouds
559,Civitavecchia,IT,42.0933,11.7967,68.61,83,66,7.92,broken clouds
560,Buta,CD,2.7858,24.73,69.42,99,100,2.06,moderate rain
561,Kenora,CA,49.8167,-94.4337,63.57,55,20,8.05,few clouds
562,Half Moon Bay,US,37.4636,-122.4286,76.53,61,75,9.22,broken clouds
563,Kismayo,SO,-0.3582,42.5454,76.21,72,73,18.48,broken clouds
564,Moose Factory,CA,51.2585,-80.6094,51.8,46,0,13.8,clear sky
565,Turan,VN,16.0678,108.2208,75.18,100,75,5.75,broken clouds
566,Yerbogachen,RU,61.2767,108.0108,28.13,81,99,5.46,overcast clouds
567,Garden City,US,42.3256,-83.331,66.87,41,20,14.97,few clouds
568,Ayagoz,KZ,47.9714,80.4392,29.93,49,0,11.83,clear sky
569,La Ronge,CA,55.1001,-105.2842,71.85,37,20,16.11,few clouds
570,Burnie,AU,-41.0667,145.9167,47.91,81,96,3.47,overcast clouds
571,Hagi,JP,34.4,131.4167,71.06,84,41,9.98,scattered clouds
572,Santa Cruz,BO,-17.8,-63.1667,91.45,38,89,2.3,overcast clouds
573,Coquimbo,CL,-29.9533,-71.3436,60.53,72,40,10.36,scattered clouds
574,Sioux Lookout,CA,50.1001,-91.917,64.47,55,20,5.75,few clouds
575,Srednekolymsk,RU,67.45,153.6833,24.04,90,98,1.43,overcast clouds
576,Teya,RU,60.3778,92.6267,29.55,85,100,4.16,overcast clouds
577,Marion,US,39.7684,-86.1555,71.98,50,20,14.97,few clouds
578,Owando,CG,-0.4819,15.8999,70.0,98,83,1.77,broken clouds
579,Lorengau,PG,-2.0226,147.2712,80.85,77,50,5.28,scattered clouds
580,Gaozhou,CN,21.9392,110.8461,75.31,93,7,3.11,clear sky
581,Dunedin,NZ,-45.8742,170.5036,47.44,71,3,10.13,clear sky
582,Zyryanka,RU,65.75,150.85,24.33,96,100,3.49,overcast clouds
583,Kurikka,FI,62.6167,22.4167,43.09,81,100,3.2,overcast clouds
584,Kousseri,CM,12.0769,15.0306,82.36,78,0,5.75,clear sky
585,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,83.21,37,92,7.96,overcast clouds
586,Atherton,GB,53.5237,-2.4935,54.43,86,6,2.04,clear sky
587,Lokosovo,RU,61.1333,74.8167,29.05,79,65,8.93,broken clouds
588,Araouane,ML,18.9048,-3.5265,95.77,26,11,7.92,few clouds
589,Evensk,RU,61.95,159.2333,29.39,67,39,7.94,scattered clouds
590,Vardo,NO,70.3705,31.1107,42.78,87,100,3.44,overcast clouds
591,Jinchang,CN,38.4953,102.1739,46.45,43,95,7.63,overcast clouds
592,Harper,LR,4.375,-7.7169,75.92,90,95,7.58,light rain
593,Owase,JP,34.0667,136.2,70.43,82,93,3.69,overcast clouds
594,Hirara,JP,24.8,125.2833,81.23,70,4,10.56,clear sky
595,Vostok,RU,46.4856,135.8833,47.08,94,42,5.08,scattered clouds
596,Chalus,IR,36.655,51.4204,67.46,83,0,4.61,clear sky
597,San Jose,US,37.3394,-121.895,77.54,58,20,5.75,few clouds
598,Shache,CN,38.4167,77.2406,60.15,23,100,5.44,overcast clouds
599,Conceicao Do Coite,BR,-11.5639,-39.2828,84.65,40,36,13.35,scattered clouds
600,Summerville,US,33.0185,-80.1757,73.89,66,100,10.36,overcast clouds
601,Turayf,SA,31.6725,38.6637,73.65,25,0,4.61,clear sky
602,Harnosand,SE,62.6323,17.9379,46.99,90,100,5.79,overcast clouds
603,Gainesville,US,29.6516,-82.3248,85.78,44,0,11.5,clear sky
604,Puerto Lopez,CO,4.0845,-72.956,88.21,52,15,1.19,few clouds
605,Fuyang,CN,32.9,115.8167,80.44,65,85,2.82,overcast clouds
606,Keffi,NG,8.8486,7.8736,73.06,92,47,3.96,light rain
607,Lebork,PL,54.5392,17.7501,51.93,91,21,13.85,few clouds
608,Waipawa,NZ,-41.4122,175.5153,49.46,96,100,5.77,overcast clouds
609,Abalak,RU,58.1286,68.5944,37.65,61,100,10.04,overcast clouds
610,Tongchuan,CN,35.0806,109.0897,61.99,83,100,7.65,overcast clouds
611,Qasigiannguit,GL,68.8193,-51.1922,34.05,90,94,0.89,overcast clouds
612,Sayyan,YE,15.1718,44.3244,61.7,43,23,1.36,few clouds
613,Foumbot,CM,5.5079,10.6356,64.45,93,55,2.24,broken clouds
614,Tromso,NO,69.6496,18.957,38.37,81,75,3.44,broken clouds
615,Gushi,CN,34.6425,109.5843,68.09,62,100,15.68,overcast clouds
616,Tripoli,LY,32.8752,13.1875,74.75,63,0,8.08,clear sky
617,Amboasary,MG,-25.0333,46.3833,70.68,70,42,3.74,scattered clouds
618,Anloga,GH,5.7947,0.8973,78.04,85,62,7.87,broken clouds
619,Luganville,VU,-15.5333,167.1667,79.25,78,31,4.21,scattered clouds
620,Aras,ES,42.5617,-2.356,61.21,68,0,1.14,clear sky
621,Nouakchott,MR,18.0858,-15.9785,82.33,59,2,14.05,clear sky
622,Olot,ES,42.181,2.4901,64.99,51,24,1.99,few clouds
623,Baherden,TM,38.4362,57.4316,58.71,21,0,6.93,clear sky
624,Mandalay,MM,21.9747,96.0836,76.37,92,100,3.78,light rain
625,Jawala Mukhi,IN,31.8833,76.3167,69.62,68,0,4.92,clear sky
626,Xuanhua,CN,40.6103,115.0447,58.82,64,100,8.75,overcast clouds
627,Leshukonskoye,RU,64.8989,45.7622,39.56,96,100,4.23,overcast clouds
628,Kudahuvadhoo,MV,2.6708,72.8944,81.1,75,100,16.75,light rain
629,Coahuayana,MX,18.7333,-103.6833,82.67,73,97,2.68,overcast clouds
630,Honiara,SB,-9.4333,159.95,78.31,84,65,3.2,broken clouds
631,Lithgow,AU,-33.4833,150.15,37.0,95,0,0.38,clear sky
632,San Juan,AR,-31.5375,-68.5364,84.15,19,0,11.61,clear sky
633,Sabang,ID,5.8933,95.3214,81.3,77,100,20.8,overcast clouds
634,Grindavik,IS,63.8424,-22.4338,50.47,100,100,18.41,overcast clouds
635,Kamennogorsk,RU,60.9545,29.1339,41.05,92,84,4.34,broken clouds
636,Luang Prabang,LA,19.8856,102.1347,72.73,100,100,1.32,overcast clouds
637,Acarau,BR,-2.8856,-40.12,80.55,73,7,19.91,clear sky
638,Sabha,LY,27.0377,14.4283,86.32,30,0,16.02,clear sky
639,Pangnirtung,CA,66.1451,-65.7125,37.4,60,20,14.97,few clouds
640,Trondheim,NO,63.4305,10.3951,51.89,93,96,1.01,overcast clouds
641,Kukes,AL,42.0769,20.4219,59.79,80,1,6.96,clear sky
642,Kushmurun,KZ,52.4503,64.6311,36.88,35,0,6.06,clear sky
643,Fort Abbas,PK,29.1925,72.8536,86.77,28,0,9.98,clear sky
644,Ozernovskiy,RU,51.5,156.5167,45.82,67,100,7.9,overcast clouds
645,Kirakira,SB,-10.4544,161.9205,79.61,83,43,5.17,scattered clouds
646,Tevaitoa,PF,-16.7833,-151.5,77.65,75,74,13.87,light rain
647,Hambantota,LK,6.1241,81.1185,79.77,78,87,21.97,overcast clouds
648,Luanda,AO,-8.8368,13.2343,75.2,83,20,6.91,few clouds
649,Mandera,KE,3.9366,41.867,86.36,37,93,21.77,overcast clouds
650,Sangar,RU,63.9242,127.4739,18.84,89,71,6.76,broken clouds
651,Haines Junction,CA,60.7522,-137.5108,51.75,46,70,6.91,broken clouds
652,Pimenta Bueno,BR,-11.6725,-61.1936,82.06,66,100,7.72,overcast clouds
653,Gavle,SE,60.6745,17.1417,49.37,92,100,1.01,overcast clouds
654,Nantai,CN,40.9241,122.8044,58.68,81,100,3.09,overcast clouds
655,Hemsedal,NO,60.8629,8.5534,46.15,84,20,6.17,few clouds
656,Rochelle,FR,46.25,-1.0,64.49,88,100,8.05,overcast clouds
657,Jiexiu,CN,37.0244,111.9125,67.06,96,100,1.19,overcast clouds
658,Itoman,JP,26.1247,127.6694,81.37,75,20,6.91,few clouds
659,Nizhniy Kuranakh,RU,58.8353,125.4869,23.29,94,100,5.28,light snow
660,Markova,UA,48.6758,24.4138,49.95,69,24,11.48,few clouds
661,Hadgaon,IN,19.5,77.6667,73.4,76,100,6.35,overcast clouds
662,Troitskoye,RU,52.9821,84.6757,26.51,86,11,7.65,few clouds
663,Pancas,BR,-19.225,-40.8514,83.73,51,100,7.9,overcast clouds
664,Rudolfov,CZ,48.9934,14.5418,52.79,90,100,9.28,overcast clouds
665,Alekseyevsk,RU,57.8406,108.3492,30.13,97,100,4.61,light snow
666,Capitan Bado,PY,-23.2667,-55.5333,74.59,70,72,4.85,broken clouds
667,Torrington,US,41.8007,-73.1212,55.69,66,99,7.0,overcast clouds
668,Bolshoy Lug,RU,52.0779,104.0919,30.38,79,98,6.71,overcast clouds
669,Orcopampa,PE,-15.2661,-72.3417,45.25,80,100,3.22,light rain
670,Sarlat-La-Caneda,FR,44.889,1.2166,58.86,92,91,0.43,overcast clouds
671,San Quintin,MX,30.4833,-115.95,72.03,68,30,13.49,scattered clouds
672,Urumqi,CN,43.801,87.6005,34.75,52,0,4.47,clear sky
673,Parkersburg,US,39.2667,-81.5615,59.58,82,100,11.5,overcast clouds
674,Novodolinskiy,KZ,49.705,72.7047,19.98,56,0,9.35,clear sky
675,Odweyne,SO,9.4092,45.064,76.01,52,36,6.4,scattered clouds
676,Nome,US,64.5011,-165.4064,35.67,70,0,4.61,clear sky
677,Hami,CN,42.8,93.45,42.22,17,3,6.33,clear sky
678,Sakakah,SA,29.9697,40.2064,83.77,16,0,2.06,clear sky
679,Gizo,SB,-8.103,156.8419,81.23,76,99,3.65,light rain
680,Huarmey,PE,-10.0681,-78.1522,68.0,72,34,10.58,scattered clouds
681,Yulara,AU,-25.2406,130.9889,64.62,67,12,5.35,few clouds
